"The group's theatrics are influenced by Kiss, David Bowie and Alice Cooper, but a member said they are more influenced by Pink Floyd.",1
"Their album Deep Cuts was also nominated for the best record of the year, although that award went to The Cardigans.",1
"The album consists of 9 original songs and 1 cover song, Going to Georgia by The Mountain Goats.",1
"the project's Facebook page, Campbell cites Bright Eyes, The Mountain Goats, The New Amsterdams, Lucero, The Weakerthans, and Kind of Like Spitting as influences.  ",1
"Following this success, Kiss partnered with producer Bob Ezrin, who had previously worked with Alice Cooper.",1
"Singer also played with artists such as Black Sabbath, Gary Moore, Lita Ford, Badlands and Alice Cooper.",1
"Kiss played at the Rock2Wgtn two-day festival held in Wellington, New Zealand, on March 22 and 23, 2008; the festival also featured Ozzy Osbourne, Whitesnake, Poison, Alice Cooper, Lordi, Sonic Altar and Symphony of Screams, with special effects provided by WETA Workshop (of The Lord of the Rings and King Kong fame).Throughout the summer of 2008, Kiss headlined festivals as well as their own shows and played to a record audience of about 400,000 people.",1
" The first review of Kiss by Rolling Stone, in 1973, described the band as an American Black Sabbath.",1
"Kiss was strongly influenced by Alice Cooper and the New York Dolls, while Gene Simmons states their musical heart and soul lies in England.",1
"The Beatles and the trio of rock guitarists Jimmy Page, Eric Clapton and Jeff Beck were among the British acts he praised, with Simmons stating, I've ripped off so many English riffs, if the British influence wasn't there, we wouldn't be here. '",1
Rock and Roll All Nite' is a direct bastard child of Slade's 'Mama Weer,1
"In his book, Kiss and Make-Up, Simmons wrote of the glam rock group Slade, ...",1
"The trio had branded themselves after The Beach Boys song of the same name, which they covered along with an original composition.",1
This reached many markets for the first time on the trek and included a headline festival slot at Lollapalooza in Chicago.,1
"The announcement also stated that all of Daft Punk's shows are and would be posted on their official MySpace page, and that the page can therefore be used to verify validity.",1
"Daft Punk worked on their fourth studio album, Random Access Memories, with musicians including Paul Williams, Chic frontman Nile Rodgers, and Giorgio Moroder.",1
Get Lucky before moving into a medley consisting of Chic's Le Freak and Stevie Wonder's,1
"When questioned on the success of Daft Punk's debut album and the rising popularity of their associated musical genre, Bangalter responded, before us you had Frankie Knuckles or Juan Atkins and so on.",1
"Daft Punk were also fans of the 1970s band Space, known for wearing space suits with helmets that hid the performers' appearance.",1
They produced the Teriyaki Boyz's debut single HeartBreaker on the album Beef or Chicken?.,1
"Voivod was one of the first thrash bands from Canada to gain popularity outside of their country's borders, reaching the peak of their global popularity with the 1989 album Nothingface which featured a cover version of Pink Floyd's Astronomy Domine.",1
Other covers include Pink Floyd's The Nile Song on their 1993 album The Outer Limits and 21st Century Schizoid Man by King Crimson on Phobos.,1
"Voivod's influences include Béla Bartók, Igor Stravinsky, Dimitri Shostakovich, Yes, Einstürzende Neubauten, GBH, Genesis, Hawkwind, Judas Priest, Killing Joke, King Crimson, Motörhead, Sodom, Nektar, Pink Floyd, Ramones, Rush, Van der Graaf Generator, Venom and UFO.  ",1
The tour dubbed the Prepare for Hell was co-headlined by Korn with King 810 as support.,1
The band's members prefer to distance themselves musically from other nu metal bands such as Korn and Limp Bizkit.,1
"Slipknot cited both Korn's self-titled album and Limp Bizkit's album Three Dollar Bill, Y'all$ as influences.",1
"The members of Slipknot are also influenced by Kiss, Black Sabbath, Slayer, Jimi Hendrix, Deicide, Pantera, Anthrax, Metal Church, Judas Priest, Megadeth, Sepultura, White Zombie, Alice in Chains, Malevolent Creation, Mr. Bungle, Nine Inch Nails, Neurosis, Led Zeppelin, Converge, The Melvins, Johnny Cash, N.W.A, Skinny Puppy, Mayhem, Dimmu Borgir, Iron Maiden, Emperor, Suicidal Tendencies, Beastie Boys, Morbid Angel, Cannibal Corpse, Misfits, Gorefest, Run-DMC, Black Flag, Faith",1
"Burger King responded with a countersuit, saying many other bands, such as Mr. Bungle, Mushroomhead, Mudvayne, Kiss, Insane Clown Posse, and Gwar have used masks as part of their images.",1
The band also was the opening act for Green Day on their American Idiot tour.,1
They then co-headlined Warped Tour 2005 with Fall Out Boy and co-headlined a tour with Alkaline Trio and Reggie and the Full Effect around the US.,1
"That same year, My Chemical Romance collaborated with The Used for a cover of the Queen and David Bowie classic, Under Pressure, which was released as a benefit single for tsunami relief on iTunes and other Internet outlets.",1
"My Chemical Romance started recording their third studio album on April 10, 2006 with Rob Cavallo, producer of many of Green Day's albums.",1
"Both videos were directed by Samuel Bayer, director of Nirvana's Smells Like Teen Spirit and Green Day's American Idiot videos.",1
"Gerard Way said to Rolling Stone, we love bands like Queen, where it's huge and majestic, but also bands like Black Flag and the Misfits, who would go absolutely crazy.",1
" Way has stated that the band is heavily influenced by Queen, Misfits, Black Flag, Iron Maiden, The Cure, Joy Division, Bauhaus, Siouxsie and the Banshees, and The Smiths/",1
Morrissey.,1
"Way has also said that his band patterns their career after that of The Smashing Pumpkins, another band they admire.",1
Frank Iero cites the punk band Lifetime as a big influence.,1
"My Chemical Romance's other influences include The Stooges, Ramones, Sex Pistols, The Clash, Minor Threat, Nirvana, and Operation Ivy.  ",1
